"","X.1","X","name","address","city","state","zip","Zip.Plus","Contact.First.Name","Contact.Last.Name","contact","Phone","Business.Description","Primary.NAICS","NAICS2","NAICS3","NAICS4","NAICS5","Business.Type","County","Employee","Annual.Sales","URL","Year.Established","address_new","url","type","latitude","longitude"
"81",81,89,"Boys & Girls Club-The Piedmont","1001 Cochran St","Statesville","NC",28677,5671,"Anna","Washington","CEO",7043972430,"Youth Organizations & Centers",624110,813319,999990,NA,NA,"Private","Iredell",15,841000,NA,2011,"1001 Cochran St Statesville NC 28677","","Clubs",35.772289783844,-80.902282919258
"82",82,91,"Boys & Girls Club-Wayne County","405 N Sycamore St","Fremont","NC",27830,NA,"Mary","Dudley","Exec Director",9192423276,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Wayne",2,175000,"bgcwaynecounty.com",2006,"405 N Sycamore St Fremont NC 27830","https://www.bgcwaynecounty.com","Clubs",35.539185063183,-77.975863459645
"83",83,92,"Boys & Girls Homes of NC Inc","400 Flemington Dr","Lake Waccamaw","NC",28450,NA,"Ray","Cockrell","Vice President",9106463083,"Youth Organizations & Centers",624110,624110,624190,813319,999990,"Private","Columbus",99,4233000,"boysandgirlshomes.org",1954,"400 Flemington Dr Lake Waccamaw NC 28450","https://www.boysandgirlshomes.org","Other",34.318796300362,-78.523574287923
"84",84,93,"Boys Club of Wake County Inc","701 N Raleigh Blvd","Raleigh","NC",27610,1692,NA,NA,NA,9190001111,"Youth Organizations & Centers",624110,813319,999990,NA,NA,"Private","Wake",6,392000,"wakebgc.org",2021,"701 N Raleigh Blvd Raleigh NC 27610","https://www.wakebgc.org","Clubs",35.789195957603,-78.613415594852
"85",85,94,"Boys'-Girls' Club-Cleveland","412 W Sumter St","Shelby","NC",28150,4327,"Ray","Hurley","Exec Director",7044712582,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Cleveland",7,196000,"bgcclevelandcounty.org",1984,"412 W Sumter St Shelby NC 28150","https://www.bgcclevelandcounty.org","Clubs",35.293592160387,-81.545174298471
"86",86,96,"Boys-Girls Club-Cabarrus Cnty","247 Spring St NW","Concord","NC",28025,4724,"Valerie","Melton","Exec Director",7047212582,"Youth Organizations & Centers",624110,721214,624410,813319,813990,"County","Cabarrus",20,NA,"bgclubcab.org",2003,"247 Spring St NW Concord NC 28025","https://www.bgclubcab.org","Clubs",35.414771318118,-80.589106667904
"87",87,97,"Boys-Girls Club-Edenton Chowan","131 Morristown Rd","Edenton","NC",27932,9531,"Stephenie","Mclean","Exec Director",2524827082,"Youth Organizations & Centers",624110,713940,NA,NA,NA,"Private","Chowan",5,123000,"ecbgc.org",2005,"131 Morristown Rd Edenton NC 27932","https://www.ecbgc.org","Clubs",36.123788214625,-76.672704074306
"88",88,98,"Boys-Girls Club-Greater Onslow","1911 Gum Branch Rd","Jacksonville","NC",28540,4531,"Keith","Williams","Manager",9104559003,"Youth Organizations & Centers",624110,813410,NA,NA,NA,"Private","Onslow",4,205000,"bgcgreateronslow.org",2004,"1911 Gum Branch Rd Jacksonville NC 28540","https://www.bgcgreateronslow.org","Clubs",34.79141941138,-77.432859322558
"89",89,99,"Boys-Girls Club-Halifax County","116 W 3rd St","Roanoke Rapids","NC",27870,1840,"Kim","Taresco","Exec Director",2525378092,"Youth Organizations & Centers",624110,813410,NA,NA,NA,"Private","Halifax",6,234000,"bgca.org/pages/index.aspx",2004,"116 W 3rd St Roanoke Rapids NC 27870","https://www.bgca.org/pages/index.aspx","Clubs",36.468270897456,-77.652383035645
"90",90,100,"Boys-Girls Club-Hendersonville","1304 Ashe St","Hendersonville","NC",28792,2623,"Joshua","Propst","Exec Director",8286939444,"Youth Organizations & Centers",624110,713940,813319,813410,999990,"Private","Henderson",20,1069000,"bgchendersonco.org",2001,"1304 Ashe St Hendersonville NC 28792","https://www.bgchendersonco.org","Clubs",35.32724403618,-82.458810745576
"91",91,101,"Boys-Girls Club-The Coastal","2600 Rouse Rd","Kinston","NC",28504,8034,NA,NA,NA,2523552345,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Lenoir",16,1074000,"bgccp.com",2021,"2600 Rouse Rd Kinston NC 28504","https://www.bgccp.com","Clubs",35.298013144471,-77.615268244575
"92",92,102,"Boys-Girls Club-The Nashville","904 S Brake St","Nashville","NC",27856,1658,"Michelle","Belcher","Director",2524596033,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Nash",5,203000,"bgca.org/pages/index.aspx",2000,"904 S Brake St Nashville NC 27856","https://www.bgca.org/pages/index.aspx","Clubs",35.96320598293,-77.963857496009
"93",93,104,"Boys-Girls Club-Wayne County","1401 Royall Ave","Goldsboro","NC",27534,2369,"Mary A","Dudley","Exec Director",9197352358,"Youth Organizations & Centers",624110,813319,999990,NA,NA,"Private","Wayne",10,872000,"bgcwaynecounty.com",1984,"1401 Royall Ave Goldsboro NC 27534","https://www.bgcwaynecounty.com","Clubs",35.388765509075,-77.971432383888
"94",94,105,"Boys-Girls Club-Western","126 S 6th Ave","Siler City","NC",27344,3535,"Joy","Roberts","Director",9196636159,"Youth Organizations & Centers",624110,624410,813410,NA,NA,"Private","Chatham",5,169000,"centralcarolinaclubs.org",2011,"126 S 6th Ave Siler City NC 27344","https://www.centralcarolinaclubs.org","Clubs",35.724725732056,-79.457309733944
"95",95,106,"Boys-Girls Clubs-Central","1414 Bragg St","Sanford","NC",27330,5435,"Sarah","Womack","CEO",9197763525,"Youth Organizations & Centers",624110,813319,561599,999990,NA,"Private","Lee",26,863000,"centralcarolinaclubs.org",1996,"1414 Bragg St Sanford NC 27330","https://www.centralcarolinaclubs.org","Clubs",35.471048464781,-79.154697759786
"96",96,107,"Boys-Girls Clubs-Greater High","1222 Eastchester Dr","High Point","NC",27265,2957,NA,NA,NA,3360001111,"Youth Organizations & Centers",624110,813319,999990,NA,NA,"Private","Guilford",3,168000,NA,2021,"1222 Eastchester Dr High Point NC 27265","","Clubs",35.995024456108,-79.996292816752
"97",97,108,"Boys-Girls Clubs-North Central","53 West River Rd","Louisburg","NC",27549,9102,NA,NA,NA,9194961696,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Franklin",4,136000,"bgclubs.org",2012,"53 West River Rd Louisburg NC 27549","https://www.bgclubs.org","Clubs",36.09524840201,-78.305274331238
"98",98,109,"Boys-Girls Clubs-North Central","212 N Clark St","Henderson","NC",27536,4320,NA,NA,NA,2524385830,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Vance",15,524000,"bgclubs.org",2015,"212 N Clark St Henderson NC 27536","https://www.bgclubs.org","Clubs",36.324771557428,-78.395810859359
"99",99,110,"Boys-Girls Clubs-North Central","105 West St","Oxford","NC",27565,2942,"Jerome","Levisy","CEO",9190001111,"Youth Organizations & Centers",624110,813319,813410,561599,999990,"Private","Granville",10,339000,"bgclubs.org",2016,"105 West St Oxford NC 27565","https://www.bgclubs.org","Clubs",36.313197994708,-78.593145950972
"100",100,111,"Boys-Girls Clubs-The Albemarle","824 N Oakum St","Edenton","NC",27932,1423,"Jonhn","Goodwin","Exec Director",2524827082,"Youth Organizations & Centers",624110,813319,813410,541720,999990,"Private","Chowan",3,74000,"ecbgc.org",2012,"824 N Oakum St Edenton NC 27932","https://www.ecbgc.org","Clubs",36.066880475495,-76.602103287254
"101",101,112,"Boys-Girls Clubs-The Coastal","199 Webb Blvd","Havelock","NC",28532,2000,"Gerrod","Green","Director",2523552345,"Youth Organizations & Centers",624110,713940,NA,NA,NA,"Private","Craven",3,245000,"bgccp.com",1947,"199 Webb Blvd Havelock NC 28532","https://www.bgccp.com","Clubs",34.877497782804,-76.895072434288
"102",102,113,"Boys-Girls Clubs-The Coastal","621 W Fire Tower Rd","Winterville","NC",28590,9232,"Kimberly","Boyd","CEO",2523552345,"Youth Organizations & Centers",624110,813319,813410,999990,NA,"Private","Pitt",30,1712000,"bgccp.com",1984,"621 W Fire Tower Rd Winterville NC 28590","https://www.bgccp.com","Clubs",35.548111670472,-77.399559314454
"103",103,114,"Boys-Girls Clubs-The Coastal","601 Mulberry St","Beaufort","NC",28516,1919,"Sedricka","Courman","Director",2523552345,"Youth Organizations & Centers",624110,713940,NA,NA,NA,"Private","Carteret",3,174000,"bgccp.com",1947,"601 Mulberry St Beaufort NC 28516","https://www.bgccp.com","Clubs",34.72192771608,-76.658896530627
"104",104,115,"Boys-Girls Clubs-The Coastal","201 Andrews St","Williamston","NC",27892,2227,NA,NA,NA,2523552345,"Youth Organizations & Centers",624110,813410,NA,NA,NA,"Private","Martin",3,124000,"bgccp.com",2017,"201 Andrews St Williamston NC 27892","https://www.bgccp.com","Clubs",35.846831181935,-77.061724256739
"105",105,117,"Boys-Girls Clubs-The Coastal","225 W Pantego St","Belhaven","NC",27810,NA,NA,NA,NA,2523552345,"Youth Organizations & Centers",624110,813410,NA,NA,NA,"Private","Beaufort",5,163000,"bgccp.com",2003,"225 W Pantego St Belhaven NC 27810","https://www.bgccp.com","Clubs",35.543396512542,-76.620321513907
"106",106,118,"Brandee Feury","3974 Old Whiteville Rd","Lumberton","NC",28358,7862,NA,NA,NA,8280001111,"Youth Organizations & Centers",624110,999990,NA,NA,NA,"Private","Robeson",21,806000,NA,2023,"3974 Old Whiteville Rd Lumberton NC 28358","","Other",34.577716277222,-78.935621798144
"107",107,119,"Bridge Downeast","1344 Island Rd","Harkers Island","NC",28531,NA,NA,NA,NA,2525042581,"Youth Organizations & Centers",624110,813319,999990,NA,NA,"Private","Carteret",3,174000,NA,2011,"1344 Island Rd Harkers Island NC 28531","","Other",34.691162188219,-76.546594430075
"108",108,120,"Brigade Boys & Girls Club","2759 Vance St","Wilmington","NC",28412,6252,"Derrell","Clark","Exec Director",9103920747,"Youth Organizations & Centers",624110,713940,624190,624410,813319,"Private","New Hanover",15,904000,"brigadebgc.org",1984,"2759 Vance St Wilmington NC 28412","https://www.brigadebgc.org","Clubs",34.188493317862,-77.940263476863
"109",109,121,"Brilliant Minds Youth Sltns","11035 Northlake Landing Dr # 5","Charlotte","NC",28216,234,NA,NA,NA,7040001111,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Mecklenburg",6,370000,NA,2017,"11035 Northlake Landing Dr # 5 Charlotte NC 28216","","Other",35.365745580417,-80.856165851775
"110",110,122,"Buffalo's Concerned For Youth","806 Foxmeade Ct","Salisbury","NC",28144,8837,"Willie A","Cornelius","Manager",7048709584,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Rowan",2,219000,NA,2020,"806 Foxmeade Ct Salisbury NC 28144","","Other",35.695694195172,-80.467108153347
"111",111,123,"C3 Family & Youth Svc LLC","1400 Battleground Ave # 214G","Greensboro","NC",27408,8028,"Dana M","Lowe","CEO",3360001111,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Guilford",8,448000,NA,2018,"1400 Battleground Ave # 214G Greensboro NC 27408","","Other",36.088127422215,-79.808795286362
"112",112,124,"Camp Carefree","275 Carefree Ln","Stokesdale","NC",27357,8415,"Andrew","Dippel","Director",3364270966,"Youth Organizations & Centers",624110,813319,NA,NA,NA,"Private","Rockingham",1,34000,"campcarefree.org",1986,"275 Carefree Ln Stokesdale NC 27357","https://www.campcarefree.org","Other",36.3073052854,-79.946071104788
"113",113,125,"Camp Celo Farm","775 Hannah Branch Rd","Burnsville","NC",28714,7572,"Gilbert","Barrus","President",8286754323,"Youth Organizations & Centers",624110,721214,NA,NA,NA,"Private","Yancey",36,1128000,"campcelo.com",1948,"775 Hannah Branch Rd Burnsville NC 28714","https://www.campcelo.com","Other",35.820500915852,-82.186937872299
"114",114,126,"Cannon YMCA","101 Y M C A Dr","Kannapolis","NC",28081,3358,"Philip","Belfield","Exec Director",7049399622,"Youth Organizations & Centers",624110,813910,NA,NA,NA,"Private","Cabarrus",20,1371000,"rocabymca.org",2009,"101 Y M C A Dr Kannapolis NC 28081","https://www.rocabymca.org","YMCA",35.503794498684,-80.634373897399
"115",115,127,"Cape Fear Council Boy Scouts","110 Longstreet Dr","Wilmington","NC",28412,1708,NA,NA,NA,9103951100,"Youth Organizations & Centers",624110,721214,813319,813910,NA,"Private","New Hanover",26,904000,"capefearcouncilbsa.org",1916,"110 Longstreet Dr Wilmington NC 28412","https://www.capefearcouncilbsa.org","Scouts",34.195394480635,-77.90547713185
"116",116,128,"Cape Fear Yacht Club For Youth","8505 E Oak Island Dr # 2","Oak Island","NC",28465,8119,"Kimberly","Moore","Manager",9100001111,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Brunswick",3,132000,NA,2017,"8505 E Oak Island Dr # 2 Oak Island NC 28465","","Clubs",33.908723016073,-78.079752649578
"117",117,129,"Caring For Children Inc","1550 Hendersonville Rd # 202","Asheville","NC",28803,3245,"John","Lauterbach","Exec Director",8287851590,"Youth Organizations & Centers",624110,813311,813319,NA,NA,"Private","Buncombe",16,1123000,"caring4children.org",2004,"1550 Hendersonville Rd # 202 Asheville NC 28803","https://www.caring4children.org","Other",35.51489111715,-82.52749979112
"118",118,130,"Carl & Linda Grubb Family YMCA","609 Trindale Rd","Trinity","NC",27370,NA,"David","Pollock","Exec Director",3368617788,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Randolph",40,1501000,"hpymca.org",2008,"609 Trindale Rd Trinity NC 27370","https://www.hpymca.org","YMCA",35.905661418555,-79.984055884831
"119",119,131,"Carl Chavis Memorial YMCA","2757 Granville St","High Point","NC",27263,2188,"David","Ozmore","President",3364344000,"Youth Organizations & Centers",624110,624190,624190,624410,NA,"Private","Guilford",18,1008000,"hpymca.org",2005,"2757 Granville St High Point NC 27263","https://www.hpymca.org","YMCA",35.929581572873,-79.977621781541
"120",120,132,"Carol S Petrea Youth Golf","445 Tarkln Ct NW","Shallotte","NC",28470,5915,"Carol","Petrea","Manager",9107545288,"Youth Organizations & Centers",624110,813319,NA,NA,NA,"Private","Brunswick",33,1452000,"firstteecoastalcarolinas.org",2023,"445 Tarkln Ct NW Shallotte NC 28470","https://www.firstteecoastalcarolinas.org","Sports",33.999377605009,-78.361926398844
"121",121,133,"Carolina Bears Youth Athletics","325 Mcgill Ave NW # 524","Concord","NC",28027,6239,"Erika","Beuscher","Manager",7048040430,"Youth Organizations & Centers",624110,813319,999990,NA,NA,"Private","Cabarrus",4,275000,NA,2012,"325 Mcgill Ave NW # 524 Concord NC 28027","","Sports",35.415779054172,-80.60586575477
"122",122,134,"Carolina Legacy Youth Devmnt","6711 Rockglen Way # 406","Raleigh","NC",27615,7565,"Marquel J","Sanders","Manager",9190001111,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Wake",4,262000,NA,2018,"6711 Rockglen Way # 406 Raleigh NC 27615","","Other",35.871212694801,-78.59629359503
"123",123,135,"Carolina Outlawz Youth Sportz","3738 Patriots Place Dr","Concord","NC",28025,6033,"Ashley","Okafor","Manager",7040001111,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Cabarrus",4,275000,NA,2017,"3738 Patriots Place Dr Concord NC 28025","","Sports",35.364445617323,-80.575295005416
"124",124,136,"Carolina Sting Youth Sports","1405 Overlea Pl NW","Concord","NC",28027,8129,"Jason","Barnhill","Manager",7040001111,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Cabarrus",4,275000,NA,2019,"1405 Overlea Pl NW Concord NC 28027","","Sports",35.434735715184,-80.757142753653
"125",125,137,"Carolina Youth Coalition","6035 Florence Ave # 200","Charlotte","NC",28212,6393,"Kathryn S","Kissam","Manager",7040001111,"Youth Organizations & Centers",624110,813319,813410,NA,NA,"Private","Mecklenburg",14,863000,"carolinayouth.org",2018,"6035 Florence Ave # 200 Charlotte NC 28212","https://www.carolinayouth.org","Other",35.183177353887,-80.764083907861
"126",126,139,"Carteret Youth Lacrosse Assn","304 Cape Fear Loop","Emerald Isle","NC",28594,1811,"Jonathan","Bradley","Owner",2520001111,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Carteret",2,116000,NA,2015,"304 Cape Fear Loop Emerald Isle NC 28594","","Other",34.658408459558,-77.070965868148
"127",127,140,"Cary Youth Voices","125 Castlefern Dr","Cary","NC",27513,5157,"Roberta","Thomason","Owner",9190001111,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Wake",2,131000,NA,2016,"125 Castlefern Dr Cary NC 27513","","Other",35.776954562285,-78.810228210062
"128",128,141,"Cary-Apex Youth Choir","4008 Channing Pl","Cary","NC",27519,8913,"Laura","Delauney","Manager",9190001111,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Wake",4,262000,"caryapexyouthchoir.org",2018,"4008 Channing Pl Cary NC 27519","https://www.caryapexyouthchoir.org","Other",35.807846311995,-78.878634172816
"129",129,142,"Catawba Lodge Membership","1410 E 7th St","Charlotte","NC",28204,2408,NA,NA,NA,8648958989,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Mecklenburg",13,802000,"catawba459.org",2007,"1410 E 7th St Charlotte NC 28204","https://www.catawba459.org","Other",35.218279986192,-80.825841878787
"130",130,143,"Cathedral of His Glory","4501 Lake Jeanette Rd","Greensboro","NC",27455,2834,"Dennis","Willis","Religious Dir",3362820679,"Youth Organizations & Centers",624110,624410,813319,813110,NA,"Private","Guilford",9,504000,"cohglory.squarespace.com",2011,"4501 Lake Jeanette Rd Greensboro NC 27455","https://www.cohglory.squarespace.com","Other",36.132155124241,-79.824755398321
"131",131,144,"Cedar Ridge Youth Foundation","5650 W Pine St","Mt Airy","NC",27030,6180,NA,NA,NA,3363525554,"Youth Organizations & Centers",624110,813319,813410,NA,NA,"Private","Surry",3,120000,"cedarridgeyouth.org",2007,"5650 W Pine St Mt Airy NC 27030","https://www.cedarridgeyouth.org","Other",36.474280128571,-80.776754231542
"132",132,145,"Center Summerfield Youth","6142 Lake Brandt Rd","Greensboro","NC",27455,8234,NA,NA,NA,3366437765,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Guilford",5,280000,"charityadvantage.com",2016,"6142 Lake Brandt Rd Greensboro NC 27455","https://www.charityadvantage.com","Other",36.195082480722,-79.841549933062
"133",133,146,"Change-Apex Teen Ctr","902 Wellstone Cir","Apex","NC",27502,8532,"Jean","Ladesso","Owner",9190001111,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Wake",2,131000,NA,2015,"902 Wellstone Cir Apex NC 27502","","Center",35.738937054792,-78.830594318019
"134",134,148,"Chapel Hill-Carrboro YMCA","980 Martin Luther King Jr Blvd","Chapel Hill","NC",27514,2607,"Kim","Grooms","Exec Director",9194429622,"Youth Organizations & Centers",624110,812191,713940,624190,813319,"Private","Orange",100,5196000,"ymcatriangle.org",1995,"980 Martin Luther King Jr Blvd Chapel Hill NC 27514","https://www.ymcatriangle.org","YMCA",35.933046285885,-79.055622437985
